order_id,order_product_id,product_id,productName,quantity,unitPrice,totalAmount,category,isMenu,parentId,discount
295295941,966951210,6606453,Mozzarella Sticks,1.0,149.9,149.9,DeliveryHero,False,,0.0
295295941,966951211,6618928,BBQ Burger (300 gr.) Menü,1.0,889.9,889.9,DeliveryHero,True,,0.0
295295941,966951212,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,966951211,0.0
295295941,966951213,6606455,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,DeliveryHero,False,966951211,0.0
295299200,966960440,5324724,Anadolu Burger (100 g) Menü,1.0,562.9,562.9,Entegrasyon,True,,0.0
295299200,966960443,5324786,Susurluk Ayranı (Cam Şişe) (245 ml),1.0,0.0,0.0,Entegrasyon,False,966960440,0.0
295301022,966965942,6606542,Hot Chili Sos,1.0,12.9,12.9,DeliveryHero,False,,0.0
295301022,966965943,6607382,Burgerator Burger (140 gr.) Menü,1.0,604.9,604.9,DeliveryHero,True,,0.0
295301022,966965944,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,966965943,0.0
295301022,966965945,6606455,Coca-Cola Zero Sugar (33 cl.),1.0,0.0,0.0,DeliveryHero,False,966965943,0.0
295301816,966968156,5324734,Hot Chili Burger (140 g) Menü,1.0,588.91,588.91,Entegrasyon,True,,0.0
295301816,966968157,6201784,Barbekü Sos,1.0,0.0,0.0,Trendyol,False,966968156,0.0
295301816,966968158,6199287,Ranch Sos,1.0,0.0,0.0,Trendyol,False,966968156,0.0
295301816,966968159,6201760,Hot Chili,1.0,0.0,0.0,Trendyol,False,966968156,0.0
295301816,966968160,6204292,Ballı Harda,1.0,0.0,0.0,Trendyol,False,966968156,0.0
295301816,966968161,6198883,Ayran (25 cl.),1.0,0.0,0.0,Trendyol,False,966968156,0.0
295301816,966968162,6198884,Normal Pişmiş,1.0,0.0,0.0,Trendyol,False,966968156,0.0
295302097,966968922,6612052,Köz Patlıcanlı Burger (100 gr.) Menü,1.0,548.9,548.9,DeliveryHero,True,,0.0
295302097,966968923,6606311,Burger,1.0,0.0,0.0,DeliveryHero,False,966968922,0.0
295302097,966968924,6606690,Lipton Ice Tea (33 cl.),1.0,0.0,0.0,DeliveryHero,False,966968922,0.0
295303256,966972218,7158496,Bbq Burger (100 Gr.) Menü,1.0,455.16,455.16,MigrosHemen,True,,0.0
295303256,966972219,3358808,Coca-cola (33 Cl.),1.0,0.0,0.0,MigrosHemen,False,966972218,0.0
295303975,966974285,5324721,Burgerator Burger (140 g) Menü,1.0,572.91,572.91,Entegrasyon,True,,0.0
