order_product_id,feature_id,featureName,additionalPrice
823236862,602098,Cajun Baharatı İstiyorum,0.0
823236862,602102,Normal Pişim,0.0
823236862,602098,Cajun Baharatı İstiyorum,0.0
823236862,602102,Normal Pişim,0.0
534682797,602094,Normal Ekmek,0.0
534682797,602098,Cajun Baharatı İstiyorum,0.0
534682797,602096,Eldiven İstiyorum,0.0
534682797,602102,Normal Pişim,0.0
534705786,602098,Cajun Baharatı İstiyorum,0.0
534705786,602094,Normal Ekmek,0.0
534705786,602096,Eldiven İstiyorum,0.0
534705786,602102,Normal Pişim,0.0
534710179,602098,Cajun Baharatı İstiyorum,0.0
534710179,602094,Normal Ekmek,0.0
534710179,602096,Eldiven İstiyorum,0.0
534710179,602102,Normal Pişim,0.0
534718005,602098,Cajun Baharatı İstiyorum,0.0
534718005,602094,Normal Ekmek,0.0
534718005,602096,Eldiven İstiyorum,0.0
534718005,602102,Normal Pişim,0.0
534718003,602098,Cajun Baharatı İstiyorum,0.0
534718003,602094,Normal Ekmek,0.0
534718003,602096,Eldiven İstiyorum,0.0
534718003,602102,Normal Pişim,0.0
534718003,911610,KARAMELİZE SOĞAN İSTEMİYORUM,-1.0
534718007,602094,Normal Ekmek,0.0
534718007,602096,Eldiven İstiyorum,0.0
534718007,602098,Cajun Baharatı İstiyorum,0.0
534718007,602102,Normal Pişim,0.0
534723740,602098,Cajun Baharatı İstiyorum,0.0
534723740,602094,Normal Ekmek,0.0
534723740,602096,Eldiven İstiyorum,0.0
534723740,602102,Normal Pişim,0.0
534795241,602094,Normal Ekmek,0.0
534795241,602096,Eldiven İstiyorum,0.0
534795241,602098,Cajun Baharatı İstiyorum,0.0
534795241,602102,Normal Pişim,0.0
534795239,602094,Normal Ekmek,0.0
534795239,602096,Eldiven İstiyorum,0.0
534795239,602098,Cajun Baharatı İstiyorum,0.0
534795239,602102,Normal Pişim,0.0
534795237,602094,Normal Ekmek,0.0
534795237,602096,Eldiven İstiyorum,0.0
534795237,602098,Cajun Baharatı İstiyorum,0.0
