order_id,paymentTypeId,paymentName,amount,currency,insertDate
292453842,2,Kredi Kartı,399.9,TRY,2025-05-24T13:03:28.27
292457101,2,Kredi Kartı,509.8,TRY,2025-05-24T13:03:30.437
292457946,29,YS Online,1414.99,TRY,2025-05-24T13:03:31.583
292460883,3,Multinet,556.8,TRY,2025-05-24T13:30:26.337
292461185,2,Kredi Kartı,459.9,TRY,2025-05-24T13:30:21.78
292467935,2,Kredi Kartı,1249.1,TRY,2025-05-24T13:40:11.273
292470078,3,Multinet,1002.83,TRY,2025-05-24T13:30:27.507
292473449,53330,Edenred Online,1801.66,TRY,2025-05-24T14:42:48.397
292488544,33,Getir Online,929.8,TRY,2025-05-24T14:42:49.09
292489331,33,Getir Online,434.9,TRY,2025-05-24T14:42:54.187
292489965,33,Getir Online,577.9,TRY,2025-05-24T14:42:50.053
292493534,2,Kredi Kartı,1069.76,TRY,2025-05-24T14:42:51.603
292498806,2,Kredi Kartı,519.9,TRY,2025-05-24T15:14:02.92
292501531,574,Multinet Online,1074.6,TRY,2025-05-24T15:14:06.83
292501868,2,Kredi Kartı,839.8,TRY,2025-05-24T15:14:05.52
292502680,90,Trendyol Online,659.81,TRY,2025-05-24T15:14:04.067
292509216,29,YS Online,527.97,TRY,2025-05-24T15:06:01.573
292511957,1,Nakit,419.9,TRY,2025-05-24T14:57:26.947
292513766,33,Getir Online,434.9,TRY,2025-05-24T15:17:37.623
292515979,4,Smart Ticket,399.6,TRY,2025-05-24T15:37:40.33
292516341,4,Smart Ticket,964.8,TRY,2025-05-24T15:54:37.807
292516587,33,Getir Online,1434.7,TRY,2025-05-24T15:37:39.523
292516663,2,Kredi Kartı,952.58,TRY,2025-05-24T15:45:39.243
292519425,33,Getir Online,434.9,TRY,2025-05-24T15:36:23.92
292520853,2,Kredi Kartı,1198.8,TRY,2025-05-24T15:19:01.197
292522793,90,Trendyol Online,1004.8,TRY,2025-05-24T15:45:37.397
292523725,1,Nakit,489.5,TRY,2025-05-24T15:37:35.027
292524412,2,Kredi Kartı,605.75,TRY,2025-05-24T15:45:41.893
292525398,2,Kredi Kartı,594.29,TRY,2025-05-24T15:45:40.663
