Order ID,Table,Waiter,Order Total,Tax,Currency,Insert Date,Order Type,Status,Product,Quantity,Unit Price,Total Product Price,Product Description,Features
256851088,Bahçe Masa 1,can,359.9,3.56,TRY,2025-01-16T23:28:21.133,Masa Siparişi,Kapandı,Mushroom Burger Menü,1.0,359.9,359.9,,"Cajun Baharatı İstiyorum, Eldiven İstiyorum, Normal Pişim"
256851088,Bahçe Masa 1,can,359.9,3.56,TRY,2025-01-16T23:28:21.133,Masa Siparişi,Kapandı,SPRITE,1.0,0.0,0.0,,
256852123,,can,590.58,53.69,TRY,2025-01-16T23:36:25.95,Paket Siparişi,Kapandı,Mushroom Burger (140 g) Menü,1.0,463.17,463.17,,
256852123,,can,590.58,53.69,TRY,2025-01-16T23:36:25.95,Paket Siparişi,Kapandı,Burger,1.0,0.0,0.0,Normal Pişmiş,
256852123,,can,590.58,53.69,TRY,2025-01-16T23:36:25.95,Paket Siparişi,Kapandı,Coca Cola (330 ml),1.0,0.0,0.0,,
256852123,,can,590.58,53.69,TRY,2025-01-16T23:36:25.95,Paket Siparişi,Kapandı,Mozarella Sticks,1.0,127.42,127.42,,
256852495,,can,1226.07,111.47,TRY,2025-01-16T23:39:22.447,Paket Siparişi,Kapandı,Soğan Halkası,1.0,94.25,94.25,,
256852495,,can,1226.07,111.47,TRY,2025-01-16T23:39:22.447,Paket Siparişi,Kapandı,Mozarella Sticks,1.0,128.56,128.56,,
256852495,,can,1226.07,111.47,TRY,2025-01-16T23:39:22.447,Paket Siparişi,Kapandı,Burgerator Burger (140 g) Menü,2.0,501.63,1003.26,,
256852495,,can,1226.07,111.47,TRY,2025-01-16T23:39:22.447,Paket Siparişi,Kapandı,Burger,2.0,0.0,0.0,Normal Pişmiş|Ranch Sos|Barbekü Sos|Hot Chili Sos|Ballı Hardal Sos|Garlic Sos|Mayonez|Ketçap,
256852495,,can,1226.07,111.47,TRY,2025-01-16T23:39:22.447,Paket Siparişi,Kapandı,"Susurluk Ayran (24,5 cl.)",2.0,0.0,0.0,,
256853121,,can,395.16,35.92,TRY,2025-01-16T23:44:31.877,Paket Siparişi,Kapandı,BBQ Burger (100 g) Menü,1.0,395.16,395.16,,
256853121,,can,395.16,35.92,TRY,2025-01-16T23:44:31.877,Paket Siparişi,Kapandı,Burger,1.0,0.0,0.0,Orta Pişmiş,
256853121,,can,395.16,35.92,TRY,2025-01-16T23:44:31.877,Paket Siparişi,Kapandı,"Susurluk Ayran (24,5 cl.)",1.0,0.0,0.0,,
